id,InventoryNumber,Initials,ExcavationDate,Context,Season,ShapeObject,ShapeDetails,Type,Ware,Material,ProductionPlace,Conservation,Measurements,NbFragments,NbDiscarded,JoinedTo_NbRemarks,DescriptionAndRemarks,Inclusions,Fabric,Glaze,Decoraction_Stamp,Chronology1stImpression,AbsoluteChronology,ToBeDr_Ph,Drawing,Photo,PhotoFabric,Square,Level,ProcessedBy,Zone,Label,Context_Survey_Homogenized
9015,,AP,10-07-13,T13-129-3-C,2013,Closed shape,wall,,cooking,,Import,Poor,,1,0,,import? To be studied by MN,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-3
9016,TC2013.1560,SdS,10-07-13,T13-129-2-B,2013,Basin,base,,coarse,,Local,Poor,,1,0,,flat base,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-2
9017,TC2013.1561,SdS,10-07-13,T13-129-2-B,2013,Undetermined,base,,plain,,Local,Poor,,1,0,,flat base,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-2
9018,TC2013.1562,SdS,10-07-13,T13-129-2-B,2013,Undetermined,handle,,plain,,Local,Poor,,1,0,,vertical handle,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-2
9019,TC2013.1563,SdS,10-07-13,T13-129-2-B,2013,Bowl,rim,,plain,,Local,Poor,,1,0,,"slightly outcurving rim, white wash",,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-2
9020,TC2013.1564,SdS,10-07-13,T13-129-2-B,2013,Amphora,wall,,black figure,,Corinthian,Poor,,1,0,,,,,,painted line, incised lines visible,Archaic,BCE 600-500,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-2
9021,,SdS,10-07-13,T13-129-2-B,2013,Open shape,wall,,black glaze,,Local,Poor,,1,0,,,,,glaze inside,,Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-2
9022,,SdS,10-07-13,T13-129-2-B,2013,Undetermined,wall,,red glazed,,Local,Poor,,1,0,,red-glazed or maybe very good burnish,,,traces of glaze outside,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-2
9023,,SdS,10-07-13,T13-129-2-B,2013,Tile,wall,,black glaze,,Local,Poor,,1,0,,,,,glaze on top,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-2
9024,,SdS,10-07-13,T13-129-2-B,2013,Undetermined,wall,,black painted,,Corinthian,Poor,,1,0,,,,,glaze outside,,Geometric/Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-2
9025,,SdS,10-07-13,T13-129-2-B,2013,Undetermined,wall,,plain,,Corinthian,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-2
9026,,SdS,10-07-13,T13-129-2-B,2013,Undetermined,wall,,plain,,Local,Poor,,0,7,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-2
9027,,SdS,10-07-13,T13-129-2-B,2013,Undetermined,wall,,painted,,Import,Poor,,0,1,,,,,,,Geometric/Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-2
9028,,SdS,10-07-13,T13-129-2-B,2013,Undetermined,wall,,coarse,,Local,Medium,,3,0,,to be studied by MN,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-2
9029,,SdS,10-07-13,T13-129-2-B,2013,Undetermined,wall,,cooking,,Import,Poor,,9,0,,import? To be studied by MN,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-2
9030,,SdS,10-07-13,T13-129-2-B,2013,Undetermined,wall,,cooking,,Import,Poor,,1,0,,"import? To be studied by MN, Bronze Age?",,,,,Bronze Age,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-2
9031,,SdS,10-07-13,T13-129-2-B,2013,Tile,wall,,brown glaze?,,Local,Poor,,0,1,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-2
9032,TC2013.1592,SvW,10-07-13,T13-129-3-B,2013,Tile,edge,cover,plain,,Local,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-3
9033,,SvW,10-07-13,T13-129-3-B,2013,Undetermined,wall,,plain,,Local,Poor,,0,5,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-3
9034,,SvW,10-07-13,T13-129-3-B,2013,Undetermined,wall,,plain,,Corinthian,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-3
9035,,SvW,10-07-13,T13-129-3-B,2013,Undetermined,wall,,cooking,,Import,Poor,,1,0,,import? To be studied by MN,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-3
9036,,SvW,10-07-13,T13-129-3-B,2013,Amphora,wall,,plain,,Local,Medium,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-3
9037,TC2013.1594,TP,10-07-13,T13-129-3-D,2013,Undetermined,handle,,cooking,,Import,Poor,,1,0,,import?,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-3
9038,,TP,10-07-13,T13-129-3-D,2013,Undetermined,wall,,plain,,Local,Poor,,0,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-3
9039,,TP,10-07-13,T13-129-3-D,2013,Undetermined,wall,,painted,,Corinthian,Poor,,0,1,,,,,,,Geometric/Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-3
9040,,TP,10-07-13,T13-129-3-D,2013,Undetermined,wall,,cooking,,Import,Poor,,1,0,,import? To be studied by MN,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-3
9041,TC2012.2101,WVA,31-07-12,T13-118-4,2012,Tile,edge,,plain,,Local,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-118-4
9042,TC2012.2102,WVA,31-07-12,T13-118-4,2012,Brick,edge,,plain,,Import,Poor,,1,0,,could be brick? Hard to tell, very small piece,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-118-4
9043,TC2012.2103,WVA,31-07-12,T13-118-4,2012,Closed shape,handle,,cooking,,Import,Medium,,1,0,,import? Vertical handle,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-118-4
9044,,WVA,31-07-12,T13-118-4,2012,Tile,wall,,plain,,Import,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-118-4
9045,,WVA,31-07-12,T13-118-4,2012,Amphora,wall,,plain,,Import,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-118-4
9046,,WVA,31-07-12,T13-118-4,2012,Undetermined,wall,,plain,,Import,Poor,,0,3,,1 possibly originally glazed,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-118-4
9047,,WVA,31-07-12,T13-118-4,2012,Undetermined,wall,,cooking,,Import,Poor,,1,0,,import? To be studied by MN,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-118-4
9048,TP2014.2446,AR,07-07-14,T14-177-4-4,2014,Grinding stone,,,,Stone,Undetermined,,,1,0,,one big grinding stone,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
9049,TP2013.1595,TP,10-07-13,T13-129-3-D,2013,Stone,,,,Stone,Undetermined,,,1,0,,stone, maybe grinding stone, maybe building material,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-3
9050,TM2014.2343,SM,02-07-14,T14-171-4-4,2014,Slag,lump,,,,Local,Good,"12.5x7.5x4cm, Weigth 635 grs.",1,0,,,,,,,Undetermined,,WAAR,ONWAAR,WAAR,ONWAAR,,,RFD,SURVEY,,T14-171-4
9051,TV2014.2344,SM,02-07-14,T14-171-4-4,2014,Cistern lining,wall,,,,Local,Poor,,1,0,,greyish cistern lining,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-4
9052,TV2014.2345,SM,02-07-14,T14-171-4-4,2014,Cistern lining,wall,,,,Local,Poor,,1,0,,greyish cistern lining,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-4
9053,TV2014.2346,SM,02-07-14,T14-171-4-4,2014,Cistern lining,wall,,,,Local,Poor,,1,0,,greyish cistern lining,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-4
9054,TV2014.2347,SM,02-07-14,T14-171-4-4,2014,Cistern lining,wall,,,,Local,Poor,,1,0,,greyish cistern lining,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-4
9055,TC2014.2348Z2,SM,02-07-14,T14-171-4-4,2014,Brick,profile,,coarse,Ceramics,Local,Medium,thickness 4.4 x width 12.7 x max preserved length 13.75 cm,1,0,,Local? May also be Medieval or French Mining Company,,,,,Late Antiquity,,ONWAAR,WAAR,WAAR,ONWAAR,,,RFD,SURVEY,,T14-171-4
9056,,ID,02-07-14,T14-171-1-3,2014,Pithos,wall,,coarse,Ceramics,Local,Poor,,1,0,,,,,,,Classical/Medieval,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-1
9057,,ID,02-07-14,T14-171-1-3,2014,Beehive,wall,,plain,,Local,Poor,,1,0,,,,,,,Classical/Byzantine,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-1
9058,,ID,02-07-14,T14-171-1-3,2014,Undetermined,wall,,plain,,Local,Poor,,0,6,,many water-rolled,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-1
9059,,ID,02-07-14,T14-171-1-3,2014,Undetermined,wall,,cooking,,Import,Poor,,0,1,,"tiny, water-rolled",,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-1
9060,,ID,02-07-14,T14-171-1-3,2014,Open shape,wall,,black glaze,,Attic,Poor,,0,1,,,,,"interior and exterior, good black glaze, heavily worn off",,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-1
9061,,ID,02-07-14,T14-171-1-3,2014,Closed shape,wall,,red glazed,,Attic,Poor,,0,2,,water-rolled,,,exterior,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-1
9062,TC2014.2350,ID,02-07-14,T14-171-1-3,2014,Basin,base,,coarse,,Local,Poor,,1,0,,water-rolled,,,,,Late Antique/Byzantine,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-1
9063,,ID,02-07-14,T14-171-1-3,2014,Open shape,rim,,plain,,Local,Poor,,1,0,,"Classical? splayed, weathered",,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-1
9064,,CL,02-07-14,T14-171-1-4,2014,Amphora,wall,,plain,,Local,Poor,,0,5,,3 water-rolled / weathered,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-1
9065,,CL,02-07-14,T14-171-1-4,2014,Tile,wall,pan,plain,,Local,Poor,,0,2,,,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-1
9066,,CL,02-07-14,T14-171-1-4,2014,Undetermined,wall,,cooking,,Import,Poor,,0,2,,import?,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-1
9067,,CL,02-07-14,T14-171-1-4,2014,Undetermined,wall,,plain,,Local,Poor,,0,15,,some water-rolled and weathered,,,,,Classical/Byzantine,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-1
9068,,CL,02-07-14,T14-171-1-4,2014,Open shape,wall,,red glazed,,Local,Poor,,0,1,,probably lekane,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-1
9069,TC2014.2377,CL,02-07-14,T14-171-1-4,2014,Amphora,wall,,plain,,Import,Poor,,1,0,,Late Antique? yellowish white self slip,,,,,Late Antique,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-171-1
9070,TC2014.2376,CL,02-07-14,T14-171-1-4,2014,Brick,profile,,coarse,,Local,Medium,thickness 4.8 x width 12.9 x max. preserved Length 20.9,1,0,,may also be Medieval or French Mining Company,,,,,Late Antiquity,,WAAR,ONWAAR,WAAR,ONWAAR,,,RFD,SURVEY,,T14-171-1
9071,,IvD,07-07-14,T14-177-2-3,2014,Undetermined,wall,,coarse,,Local,Poor,,2,0,,,,,,,Bronze Age,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9072,,IvD,07-07-14,T14-177-2-3,2014,Undetermined,wall,,cooking,Ceramics,Local,Poor,,0,5,,Local? Medium thick,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9073,,IvD,07-07-14,T14-177-2-3,2014,Amphora,wall,,plain,,Local,Medium,,0,2,,,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9074,,IvD,07-07-14,T14-177-2-3,2014,Undetermined,wall,,plain,,Local,Poor,,0,8,,,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9075,,IvD,07-07-14,T14-177-2-3,2014,Undetermined,wall,,plain,,Corinthian,Poor,,0,2,,,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9076,,IvD,07-07-14,T14-177-2-3,2014,Open shape,wall,,red glazed,,Attic,Poor,,0,1,,thin-walled,,,interior,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9077,,IvD,07-07-14,T14-177-2-3,2014,Closed shape,wall,,red glazed,,Attic,Poor,,0,1,,thin-walled,,,exterior,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9078,TC2014.2382,IvD,07-07-14,T14-177-2-3,2014,Louterion,rim,,red glazed,,Corinthian,Medium,,1,0,,,,,interior,,Classical,,WAAR,ONWAAR,WAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9079,TC2014.2383,IvD,07-07-14,T14-177-2-3,2014,Bowl,rim,,red glazed,,Local,Medium,,1,0,,splayed rim,,,interior,,Archaic/Hellenistic,BCE 600-300,WAAR,ONWAAR,WAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9080,TC2014.2384,IvD,07-07-14,T14-177-2-3,2014,Bowl,base,,black glaze,,Attic,Medium,,1,0,,tondo reserved,,,"glazed matte and metalic, interior and extarior",,Archaic/Hellenistic,BCE 600-300,WAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9081,TC2014.2385,IvD,07-07-14,T14-177-2-3,2014,Tile,edge,,red glazed,,Attic,Medium,,1,0,,,,,reddish brown glazed on top,,Archaic/Hellenistic,BCE 600-300,WAAR,ONWAAR,WAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9082,TC2014.2386,IvD,07-07-14,T14-177-2-3,2014,Open shape,base,,plain,,Local,Medium,,1,0,,water-rolled,,,,,Archaic/Hellenistic,BCE 600-300,WAAR,ONWAAR,WAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9083,TC2014.2387,IvD,07-07-14,T14-177-2-3,2014,Skyphos,rim,,black glaze,,Attic,Medium,,1,0,,"splayed, large skyphos",,,"glaze worn off, interior and exterior",,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9084,TC2014.2388,IvD,07-07-14,T14-177-2-3,2014,Bowl,wall,,black glaze,,Attic,Medium,,1,0,,flat base,,,"matte glazed, interior",,Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9085,TC2014.2389,IvD,07-07-14,T14-177-2-3,2014,Jug,rim,,plain,,Local,Poor,,1,0,,handle broken off below rim,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9086,TC2014.2390,IvD,07-07-14,T14-177-2-3,2014,Closed shape,wall,,painted,,Import,Medium,,1,0,,,,looks like Laconian,"matte glazed band, exterior",,Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9087,TC2014.2391,IvD,07-07-14,T14-177-2-3,2014,Amphora,wall,,plain,,Import,Medium,,1,0,,,,looks like Lesbian grey,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9088,,KT,07-07-14,T14-177-2-4,2014,Undetermined,wall,,plain,,Local,Poor,,0,15,,,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9089,,KT,07-07-14,T14-177-2-4,2014,Amphora,wall,Corinthian A,plain,Ceramics,Corinthian,Poor,,1,0,,Corinthian A,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9090,,KT,07-07-14,T14-177-2-4,2014,Amphora,wall,,plain,,Import,Poor,,1,0,,,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9091,,KT,07-07-14,T14-177-2-4,2014,Undetermined,wall,,cooking,,Import,Poor,,4,0,,rather thick,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9092,,KT,07-07-14,T14-177-2-4,2014,Undetermined,wall,,cooking,,Import,Poor,,0,11,,,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9093,,KT,07-07-14,T14-177-2-4,2014,Undetermined,wall,,plain,,Local,Poor,,2,0,,,,,,,Bronze age,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9094,TC2014.2435,KT,07-07-14,T14-177-2-4,2014,Closed shape,base,,plain,,Local,Poor,,1,0,,flat,,,,,Archaic/Hellenistic,BCE 600-300,WAAR,ONWAAR,WAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9095,TC2014.2436,KT,07-07-14,T14-177-2-4,2014,Open shape,rim + handle,,plain,,Local,Poor,,1,0,,"strap handle, horizontal",,,,,Archaic/Hellenistic,BCE 600-300,WAAR,ONWAAR,WAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9096,TC2014.2437,KT,07-07-14,T14-177-2-4,2014,Pithos,rim,,plain,Ceramics,Corinthian,Poor,,1,0,,Corinthian A, Broken off at the edge,,,,,Archaic/Hellenistic,BCE 600-300,WAAR,ONWAAR,WAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9097,TC2014.2438,KT,07-07-14,T14-177-2-4,2014,Closed shape,base,,plain,,Local,Poor,,1,0,,High piedestal,,,,,Middle Bronze Age,,WAAR,ONWAAR,WAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9098,TC2014.2439,KT,07-07-14,T14-177-2-4,2014,Tile,edge,pan,plain,,Local,Poor,,1,0,,,,,,,Classical,,WAAR,ONWAAR,WAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9099,TC2014.2440,KT,07-07-14,T14-177-2-4,2014,Cup,rim,,black glaze,,Attic,Poor,,1,0,,Plain rim,,,interior,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9100,TC2014.2441,KT,07-07-14,T14-177-2-4,2014,Closed shape,base,,plain,,Local,Poor,,1,0,,water rolled,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9101,TC2014.2442,KT,07-07-14,T14-177-2-4,2014,Closed shape,base,,plain,,Local,Poor,,1,0,,water rolled,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9102,TC2014.2443,KT,07-07-14,T14-177-2-4,2014,Closed shape,rim,,cooking,,Local,Poor,,1,0,,,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9103,TC2014.2444,KT,07-07-14,T14-177-2-4,2014,Undetermined,rim,,coarse,,Local,Poor,,1,0,,water rolled,,,,,Bronze Age,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9104,TP2014.2445,KT,07-07-14,T14-177-2-4,2014,Grinding stone,,,,,Local,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T14-177-2
9105,,CL,10-07-13,T13-129-2-A,2013,Undetermined,wall,,plain,,Local,Poor,,0,6,,worn,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T13-129-2
9106,,CL,10-07-13,T13-129-2-A,2013,Amphora,wall,,plain,,Local,Poor,,0,2,,,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T13-129-2
9107,,CL,10-07-13,T13-129-2-A,2013,Closed shape,wall,,black glaze,,Attic,Poor,,0,2,,,,,"exterior, heavily worn",,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T13-129-2
9108,,CL,10-07-13,T13-129-2-A,2013,Open shape,wall,,black glaze,,Attic,Poor,,0,2,,,,,"interior, worn",,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T13-129-2
9109,,CL,10-07-13,T13-129-2-A,2013,Closed shape,wall,,black glaze,,Corinthian,Poor,,2,0,,may be painted,,,exterior,,Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T13-129-2
9110,,CL,10-07-13,T13-129-2-A,2013,Undetermined,wall,,plain,,Corinthian,Poor,,4,0,,worn,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T13-129-2
9111,,CL,10-07-13,T13-129-2-A,2013,Undetermined,wall,,cooking,,Import,Poor,,0,7,,import?,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T13-129-2
9112,,CL,10-07-13,T13-129-2-A,2013,Undetermined,wall,,cooking,,Import,Poor,,3,0,,rather thick,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T13-129-2
9113,,CL,10-07-13,T13-129-2-A,2013,Amphora,wall,,plain,,Import,Poor,,2,0,,"2 joining, recently broken",,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T13-129-2
9114,,CL,10-07-13,T13-129-2-A,2013,Undetermined,wall,,coarse,,Local,Poor,,3,0,,,,,,,Bronze Age,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T13-129-2
9115,TC2013.1588,CL,10-07-13,T13-129-2-A,2013,Closed shape,base,,cooking,,Import,Poor,,1,0,,ring base,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T13-129-2
9116,TC2013.1589,CL,10-07-13,T13-129-2-A,2013,Closed shape,handle,,cooking,,Import,Poor,,1,0,,horizontal round handle,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T13-129-2
9117,TC2013.1590,CL,10-07-13,T13-129-2-A,2013,Closed shape,rim,,plain,,Local,Poor,,1,0,,protruding rim,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T13-129-2
9118,TC2013.1591,CL,10-07-13,T13-129-2-A,2013,Lebes,rim,,plain,,Local,Poor,,1,0,,large vessel,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T13-129-2
9119,,ML,26-07-12,T12-109-4,2012,Undetermined,wall,,plain,,Local,Poor,,0,34,,,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T12-109-4
9120,,ML,26-07-12,T12-109-4,2012,Undetermined,wall,,cooking,,Import,Poor,,0,6,,,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T12-109-4
9121,,ML,26-07-12,T12-109-4,2012,Amphora,wall,,plain,,Local,Poor,,0,3,,,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T12-109-4
9122,,ML,26-07-12,T12-109-4,2012,Tile,wall,pan,plain,,Local,Poor,,0,3,,,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T12-109-4
9123,,ML,26-07-12,T12-109-4,2012,Tile,wall,pan,black glaze,,Attic,Poor,,1,0,,,,,Exterior,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T12-109-4
9124,,ML,26-07-12,T12-109-4,2012,Amphora,wall,,plain,,Import,Poor,,9,0,,,,diferent fabrics,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,RFD,SURVEY,,T12-109-4
