id,InventoryNumber,Initials,ExcavationDate,Context,Season,ShapeObject,ShapeDetails,Type,Ware,Material,ProductionPlace,Conservation,Measurements,NbFragments,NbDiscarded,JoinedTo_NbRemarks,DescriptionAndRemarks,Inclusions,Fabric,Glaze,Decoraction_Stamp,Chronology1stImpression,AbsoluteChronology,ToBeDr_Ph,Drawing,Photo,PhotoFabric,Square,Level,ProcessedBy,Zone,Label,Context_Survey_Homogenized
23252,TC2014.4390,SdS,10-07-14,T14-187-4-2,2014,Closed shape,rim,,plain,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-4
23253,TC2014.4391,SdS,10-07-14,T14-187-4-2,2014,Basin,wall,,coarse,,Local,Poor,,1,,,lead staple for mending,,,,,Archaic,,WAAR,ONWAAR,WAAR,ONWAAR,,,AA,SURVEY,,T14-187-4
23254,TC2014.4392,SdS,10-07-14,T14-187-4-2,2014,Basin,rim,,coarse,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-4
23255,TC2014.4393,SdS,10-07-14,T14-187-4-2,2014,Cup,foot,,black glaze,,Local,Poor,,1,,,black paint,,,,,Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-4
23256,,SdS,10-07-14,T14-187-4-2,2014,Closed shape,wall,,black glaze,,Attic,Poor,,1,,,,,,outside,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-4
23257,,SdS,10-07-14,T14-187-4-2,2014,Closed shape,wall,,glaze,,Local,Poor,,1,,,remains of red paint inside,,,,,Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-4
23258,,SdS,10-07-14,T14-187-4-2,2014,Undetermined,wall,,plain,,Local,Poor,,,12,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-4
23259,,SdS,10-07-14,T14-187-4-2,2014,Undetermined,wall,,plain,,Attic,Poor,,,4,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-4
23260,,SdS,10-07-14,T14-187-4-2,2014,Undetermined,wall,,coarse,,Local,Poor,,2,1,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-4
23261,,SdS,10-07-14,T14-187-4-2,2014,Open shape,wall,,red glazed,,Local,Poor,,1,,,red paint,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-4
23262,TC2014.4401,KT,11-07-14,T14-187-1-2,2014,Basin,rim,,plain,,Local,Poor,,1,,,,,,,,Roman,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-1
23263,TC2014.4402,KT,11-07-14,T14-187-1-2,2014,Amphora,rim,,plain,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-1
23264,TC2014.4403,KT,11-07-14,T14-187-1-2,2014,Cup,handle,,glaze,,Local,Poor,,1,,,remains of red paint outside,,,outside,,Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-1
23265,,KT,11-07-14,T14-187-1-2,2014,Closed shape,wall,,painted,,Local,Poor,,3,,,remains of red paint,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-1
23266,,KT,11-07-14,T14-187-1-2,2014,Undetermined,wall,,coarse,,Local,Poor,,,2,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-1
23267,,KT,11-07-14,T14-187-1-2,2014,Undetermined,wall,,plain,,Local,Poor,,,6,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-1
23268,,KT,11-07-14,T14-187-1-2,2014,Undetermined,wall,,plain,,Attic,Poor,,,3,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-1
23269,TC2014.4418,SD,11-07-14,T14-187-2-3,2014,Tile,undetermined,cover,plain,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-2
23270,,SD,11-07-14,T14-187-2-3,2014,Closed shape,wall,,coarse,,Local,Poor,,,1,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-2
23271,,SD,11-07-14,T14-187-2-3,2014,Closed shape,wall,,plain,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-2
23272,,SC,11-07-14,T14-187-3-4,2014,Closed shape,wall,,black glaze,,Local,Poor,,1,,,,,,outside,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-3
23273,,Sc,11-07-14,T14-187-3-4,2014,Undetermined,wall,,coarse,,Local,Poor,,1,5,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-3
23274,,SC,11-07-14,T14-187-3-4,2014,Undetermined,wall,,plain,,Local,Poor,,,3,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-3
23275,,SC,11-07-14,T14-187-4-3,2014,Tile,undetermined,,plain,Ceramics,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-4
23276,,SC,11-07-14,T14-187-4-3,2014,Undetermined,wall,,plain,,Local,Poor,,1,,,,,,,,Early Christian,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-4
23277,,SC,11-07-14,T14-187-4-3,2014,Undetermined,wall,,plain,,Local,Poor,,,2,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-187-4
23278,,,,,,Undetermined,wall,,coarse,,Local,Poor,,1,1,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,Survey,,
23279,TC2014.4425,WT,11-07-14,T14-188-3-2,2014,Closed shape,wall,,black glaze,Ceramics,Local,Poor,,1,,,Amphora?,,,outside,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-3
23280,TC2014.4426,WT,11-07-14,T14-188-3-2,2014,Tile,undetermined,cover,painted,,Local,Poor,,1,,,remains of reddish brown paint outside,,,,,Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-3
23281,TC2014.4427,WT,11-07-14,T14-188-3-2,2014,Closed shape,foot,,plain,,Local,Poor,,1,,,ring foot,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-3
23282,TC2014.4428,WT,11-07-14,T14-188-3-2,2014,Tile,undetermined,pan,painted,,Local,Poor,,1,,,,,,,,Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-3
23283,TC2014.4429,WT,11-07-14,T14-188-3-2,2014,Tile,undetermined,pan,plain,,Corinthian,Poor,,1,,,,,,,,Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-3
23284,TC2014.4430,WT,11-07-14,T14-188-3-2,2014,Tile,undetermined,pan,plain,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-3
23285,TC2014.4431,WT,11-07-14,T14-188-3-2,2014,Tile,undetermined,pan,plain,,Local,Poor,,1,,,incision at the transition from rim to body,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-3
23286,,WT,11-07-14,T14-188-3-2,2014,Tile,undetermined,,plain,Ceramics,Local,Poor,,7,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-3
23287,,WT,11-07-14,T14-188-3-2,2014,Undetermined,wall,,plain,,Local,Poor,,,10,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-3
23288,,WT,11-07-14,T14-188-3-2,2014,Undetermined,wall,,coarse,,Local,Poor,,,3,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-3
23289,TC2014.4444,CL,11-07-14,T14-188-2-2,2014,Pithos,rim,,coarse,Ceramics,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-2
23290,TC2014.4445,CL,11-07-14,T14-188-2-2,2014,Undetermined,foot,,plain,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-2
23291,,CL,11-07-14,T14-188-2-2,2014,Undetermined,wall,,plain,,Local,Poor,,1,3,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-2
23292,TC2014.4446,DK,11-07-14,T14-188-1-4,2014,Basin,foot,,painted,,Local,Poor,,1,,,remains of brown paint outside,,,,,Archaic/Classical,,WAAR,ONWAAR,WAAR,ONWAAR,,,AA,SURVEY,,T14-188-1
23293,TC2014.4447,DK,11-07-14,T14-188-1-4,2014,Basin,foot,,plain,,Local,Poor,,1,,,,,,,,Archaic/Classical,,WAAR,ONWAAR,WAAR,ONWAAR,,,AA,SURVEY,,T14-188-1
23294,TC2014.4448,DK,11-07-14,T14-188-1-4,2014,Amphora,rim,,plain,Ceramics,Import,Poor,,1,,,mushroom type rim,,,,,Classical,,WAAR,ONWAAR,WAAR,ONWAAR,,,AA,SURVEY,,T14-188-1
23295,TC2014.4449,DK,11-07-14,T14-188-1-4,2014,Undetermined,handle,,plain,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-1
23296,TC2014.4450,DK,11-07-14,T14-188-1-4,2014,Lekane,rim,,painted,,Attic,Poor,,1,,,remains of red paint inside,,,,,Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-1
23297,TC2014.4451,DK,11-07-14,T14-188-1-4,2014,Jug,rim + handle root,,coarse,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-1
23298,TC2014.4452,DK,11-07-14,T14-188-1-4,2014,Undetermined,handle,,plain,Ceramics,Local,Poor,,1,,,Lug handle,,,,,Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-1
23299,TC2014.4453,DK,11-07-14,T14-188-1-4,2014,Amphora,handle,,coarse,Ceramics,Lesbian,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-1
23300,TC2014.4454,DK,11-07-14,T14-188-1-4,2014,Amphora,handle,,plain,Ceramics,Local,Poor,,1,,,potter's thumb mark,,,,,Classical/Hellenistic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-1
23301,,DK,11-07-14,T14-188-1-4,2014,Pithos,wall,,coarse,Ceramics,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-1
23302,,DK,11-07-14,T14-188-1-4,2014,Amphora,neck,,coarse,,Local,Poor,,1,,,,,,,,Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-1
23303,,DK,11-07-14,T14-188-1-4,2014,Tile,undetermined,,painted,Ceramics,Local,Poor,,1,,,black paint outside,,,,,Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-1
23304,,DK,11-07-14,T14-188-1-4,2014,Closed shape,wall,,painted,,Local,Poor,,1,,,red paint,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-1
23305,,DK,11-07-14,T14-188-1-4,2014,Undetermined,wall,,coarse,,Local,Poor,,,17,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-1
23306,,DK,11-07-14,T14-188-1-4,2014,Undetermined,wall,,plain,,Local,Poor,,,13,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-1
23307,,DK,11-07-14,T14-188-1-4,2014,Undetermined,wall,,plain,,Local,Poor,,3,,,,,,,,Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-1
23308,,CL,11-07-14,T14-188-1-1,2014,Undetermined,wall,,plain,,Local,Poor,,,2,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-1
23309,,KT,11-07-14,T14-188-2-1,2014,Closed shape,wall,,black glaze,,Local,Poor,,2,,,black paint outside,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-2
23310,,KT,11-07-14,T14-188-2-1,2014,Undetermined,wall,,coarse,,Local,Poor,,,3,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-2
23311,,KT,11-07-14,T14-188-2-1,2014,Undetermined,wall,,plain,,Local,Poor,,,2,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T14-188-2
23312,,,,,,Undetermined,,,,,Undetermined,,,,,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,Survey,,
23313,TC2013.3692,TP,11-07-13,T13-133-1-D,2013,Closed shape,foot,,glaze,,Corinthian,Poor,,1,,,ring base with remains of black paint outside,,,,,Archaic,,ONWAAR,WAAR,WAAR,ONWAAR,,,AA,SURVEY,,T13-133-1
23314,TC2013.3693,TP,11-07-13,T13-133-1-D,2013,Cooking jug,handle,,coarse,,Import,Poor,,1,,,horizontal round handle,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-1
23315,TC2013.3694,TP,11-07-13,T13-133-1-D,2013,Closed shape,base,,coarse,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-1
23316,TC2013.3696,TP,11-07-13,T13-133-1-D,2013,Open shape,handle,,self slipped,,Local,Poor,,1,,,horizontal handle,,,,,Middle Bronze Age/Late Bronze Age,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-1
23317,TC2013.3695,TP,11-07-13,T13-133-1-D,2013,Skyphos,base,,glaze,,Local,Poor,,1,,,flat base with remains of black paint inside out,,,,,Sub-Geometric,,WAAR,ONWAAR,WAAR,ONWAAR,,,AA,SURVEY,,T13-133-1
23318,TC2013.3697,TP,11-07-13,T13-133-1-D,2013,Amphora,foot,,coarse,,Local,Poor,,1,,,,,,,,Archaic,,WAAR,ONWAAR,WAAR,ONWAAR,,,AA,SURVEY,,T13-133-1
23319,TC2013.3698,TP,11-07-13,T13-133-1-D,2013,Pithos,wall,,coarse,Ceramics,Local,Poor,,9,,,9 of which 2 joining fragmens of the body and part of the marked transition from neck to shoulder,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-1
23320,,TP,11-07-13,T13-133-1-D,2013,Undetermined,wall,,coarse,,Local,Poor,,,15,1,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-1
23321,,TP,11-07-13,T13-133-1-D,2013,Undetermined,wall,,plain,,Import,Poor,,,2,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-1
23322,,TP,11-07-13,T13-133-1-D,2013,Undetermined,wall,,plain,,Local,Poor,,,5,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-1
23323,,TP,11-07-13,T13-133-1-D,2013,Stone,,,,,Undetermined,,,,3,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-1
23324,TC2013.3721,ABO,11-07-13,T13-133-2-D,2013,Lekane,rim,,plain,,Local,Poor,,1,,,,,,,,Archaic/Classical,,WAAR,ONWAAR,WAAR,ONWAAR,,,AA,SURVEY,,T13-133-2
23325,TC2013.3722,ABO,11-07-13,T13-133-2-D,2013,Undetermined,base,,black glaze,Ceramics,Local,Poor,,1,,,Pseudo-ringfoot,,,exterior,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-2
23326,TC2013.3723,ABO,11-07-13,T13-133-2-D,2013,Amphora,handle root,,plain,Ceramics,Import,Poor,,1,,,strap handle with thum impression,,,,,Archaic/Classical,,ONWAAR,WAAR,WAAR,ONWAAR,,,AA,SURVEY,,T13-133-2
23327,TC2013.3724,ABO,11-07-13,T13-133-2-D,2013,Jar,handle root,,coarse,Ceramics,Local,Poor,,1,,,,,,,,Middle Bronze Age,,WAAR,ONWAAR,WAAR,ONWAAR,,,AA,SURVEY,,T13-133-2
23328,TC2013.3725,ABO,11-07-13,T13-133-2-D,2013,Jar,handle,,coarse,,Import,Poor,,1,,,import? Arch handle,,,,,Middle Bronze Age,,WAAR,ONWAAR,WAAR,ONWAAR,,,AA,SURVEY,,T13-133-2
23329,,ABO,11-07-13,T13-133-2-D,2013,Undetermined,wall,,cooking,,Local,Poor,,,11,,medium sized cooking ware,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-2
23330,,ABO,11-07-13,T13-133-2-D,2013,Undetermined,wall,,black glaze,,Local,Poor,,,1,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-2
23331,,ABO,11-07-13,T13-133-2-D,2013,Undetermined,wall,,plain,,Local,Poor,,,2,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-2
23332,,ABO,11-07-13,T13-133-2-D,2013,Tile,undetermined,,plain,Ceramics,Local,Poor,,,1,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-2
23333,,ABO,11-07-13,T13-133-2-D,2013,Stone,,,,,Undetermined,,,,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-2
23334,,SvW,11-07-13,T13-133-3-A,2013,Undetermined,wall,,plain,,Local,Poor,,,7,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-3
23335,,SvW,11-07-13,T13-133-3-A,2013,Amphora,wall,,plain,,Local,Poor,,,1,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-3
23336,,SvW,11-07-13,T13-133-3-A,2013,Pithos,wall,,plain,Ceramics,Local,Poor,,,1,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-3
23337,,SvW,11-07-13,T13-133-3-A,2013,Undetermined,wall,,cooking,,Local,Poor,,,1,,medium sized cooking ware,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-3
23338,,SvW,11-07-13,T13-133-3-A,2013,Undetermined,wall,,cooking,,Local,Poor,,,1,,,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-3
23339,TC2013.3740,SvW,11-07-13,T13-133-3-A,2013,Jar,handle root,,coarse,Ceramics,Local,Medium,,1,,,Prehistoric?,,,,,Prehistoric,,WAAR,ONWAAR,WAAR,ONWAAR,,,AA,SURVEY,,T13-133-3
23340,TC2013.3741,SvW,11-07-13,T13-133-3-A,2013,Bowl,rim,,cooking,,Local,Poor,,1,,,,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-133-3
23341,TC2013.3742,SvW,11-07-13,T13-133-3-A,2013,Stemmed cup,foot,,black glaze,,Local,Poor,,1,,,,,,interior + exterior,,Archaic,,WAAR,WAAR,WAAR,ONWAAR,,,AA,SURVEY,,T13-133-3
23342,TC2013.3760,CL,12-07-13,T13-134-2-C,2013,Scoop,handle,,coarse,,Local,Poor,,1,,,incision in the form of herringbone,,,,,Late Neolithic,,WAAR,ONWAAR,WAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23343,TC2013.3761,CL,12-07-13,T13-134-2-C,2013,Cooking jug,handle root,,coarse,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23344,TC2013.3762,CL,12-07-13,T13-134-2-C,2013,Cooking pot,handle,,coarse,,Local,Poor,,1,,,horizontal cylindrical handle,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23345,TC2013.3763,CL,12-07-13,T13-134-2-C,2013,Cooking pot,handle,,coarse,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23346,TC2013.3764,CL,12-07-13,T13-134-2-C,2013,Undetermined,handle,,plain,,Local,Poor,,1,,,horizontal cylindrical handle,,,,,Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23347,TC2013.3765,CL,12-07-13,T13-134-2-C,2013,Undetermined,handle,,coarse,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23348,TC2013.3766,CL,12-07-13,T13-134-2-C,2013,Cooking pot,foot,,coarse,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23349,TC2013.3767,CL,12-07-13,T13-134-2-C,2013,Lekane,rim,,plain,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23350,TC2013.3768,CL,12-07-13,T13-134-2-C,2013,Closed shape,foot,,plain,Ceramics,Local,Poor,,1,,,ring foot,,,,,Archaic/Classical,,WAAR,ONWAAR,WAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23351,TC2013.3769,CL,12-07-13,T13-134-2-C,2013,Undetermined,foot,,plain,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23352,TC2013.3770,CL,12-07-13,T13-134-2-C,2013,Amphoriskos,rim,,plain,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23353,TC2013.3771,CL,12-07-13,T13-134-2-C,2013,Basin,rim,,plain,,Local,Poor,,1,,,,,,,,Archaic/Classical,,ONWAAR,WAAR,WAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23354,TC2013.3772,CL,12-07-13,T13-134-2-C,2013,Cooking jug,rim,,coarse,,Local,Poor,,1,,,,,,,,Archaic/Classical,,WAAR,ONWAAR,WAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23355,TC2013.3773,CL,12-07-13,T13-134-2-C,2013,Cooking pot,neck,,coarse,,Local,Poor,,1,,,trefoil neck ?,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23356,,CL,12-07-13,T13-134-2-C,2013,Closed shape,wall,,plain,,Local,Medium,,1,,,remains of white slip,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23357,,CL,12-07-13,T13-134-2-C,2013,Open shape,wall,,black glaze,,Local,Poor,,1,,,remains of black paint inside out,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23358,,CL,12-07-13,T13-134-2-C,2013,Pithos,wall,,coarse,Ceramics,Local,Poor,,,1,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23359,,CL,12-07-13,T13-134-2-C,2013,Undetermined,wall,,coarse,,Local,Poor,,,39,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23360,,CL,12-07-13,T13-134-2-C,2013,Amphora,wall,,plain,,Local,Poor,,,1,,,,,,,Roman,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23361,,CL,12-07-13,T13-134-2-C,2013,Tile,undetermined,,plain,Ceramics,Local,Poor,,,1,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23362,,CL,12-07-13,T13-134-2-C,2013,Undetermined,wall,,plain,,Local,Poor,,,27,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23363,,CL,12-07-13,T13-134-2-C,2013,Stone,,,,,Undetermined,,,,9,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-2
23364,TP2013.3810,TP,12-07-13,T13-134-1-B,2013,Grinding stone,,handstone,coarse,Stone,Import,Medium,,1,0,,volcanic non vesicular rock, andesite? Pinkish color, maybe from saronic gulf,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-1
23365,TC2013.3811,TP,12-07-13,T13-134-1-B,2013,Cooking pot,handle root,,cooking,Ceramics,Local,Poor,,1,,,round horizontal handle, medium sized cooking ware,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,AA,SURVEY,,T13-134-1
23366,TC2013.3812,TP,12-07-13,T13-134-1-B,2013,Closed shape,handle root,,cooking,Ceramics,Import,Medium,,1,,,large closed shape, import? Medium sized cooking ware, two holes pierced in handle attachment before firing,,,,,Archaic/Classical,,WAAR,ONWAAR,WAAR,ONWAAR,,,AA,SURVEY,,T13-134-1
